UID Value,UID Name,UID Keyword,UID Type,Part,Deprecated
1.2.840.10008.5.1.4.44.2,Implant Assembly Template Information Model - FIND,ImplantAssemblyTemplateInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.44.3,Implant Assembly Template Information Model - MOVE,ImplantAssemblyTemplateInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.44.4,Implant Assembly Template Information Model - GET,ImplantAssemblyTemplateInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.45.1,Implant Template Group Storage,ImplantTemplateGroupStorage,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.45.2,Implant Template Group Information Model - FIND,ImplantTemplateGroupInformationModelFind,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.45.3,Implant Template Group Information Model - MOVE,ImplantTemplateGroupInformationModelMove,SOP Class,PS3.4 ,false
1.2.840.10008.5.1.4.45.4,Implant Template Group Information Model - GET,ImplantTemplateGroupInformationModelGet,SOP Class,PS3.4 ,false
1.2.840.10008.7.1.1,Native DICOM Model,NativeDICOMModel,Application Hosting Model,PS3.19 ,false
1.2.840.10008.7.1.2,Abstract Multi-Dimensional Image Model,AbstractMultiDimensionalImageModel,Application Hosting Model,PS3.19 ,false
1.2.840.10008.8.1.1,DICOM Content Mapping Resource,DICOMContentMappingResource,Mapping Resource,PS3.16 ,false
1.2.840.10008.10.1,Video Endoscopic Image Real-Time Communication,VideoEndoscopicImageRealTimeCommunication,SOP Class,PS3.22 ,false
1.2.840.10008.10.2,Video Photographic Image Real-Time Communication,VideoPhotographicImageRealTimeCommunication,SOP Class,PS3.22 ,false
1.2.840.10008.10.3,Audio Waveform Real-Time Communication,AudioWaveformRealTimeCommunication,SOP Class,PS3.22 ,false
1.2.840.10008.10.4,Rendition Selection Document Real-Time Communication,RenditionSelectionDocumentRealTimeCommunication,SOP Class,PS3.22 ,false
1.2.840.10008.15.0.3.1,dicomDeviceName,dicomDeviceName,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.2,dicomDescription,dicomDescription,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.3,dicomManufacturer,dicomManufacturer,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.4,dicomManufacturerModelName,dicomManufacturerModelName,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.5,dicomSoftwareVersion,dicomSoftwareVersion,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.6,dicomVendorData,dicomVendorData,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.7,dicomAETitle,dicomAETitle,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.8,dicomNetworkConnectionReference,dicomNetworkConnectionReference,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.9,dicomApplicationCluster,dicomApplicationCluster,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.10,dicomAssociationInitiator,dicomAssociationInitiator,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.11,dicomAssociationAcceptor,dicomAssociationAcceptor,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.12,dicomHostname,dicomHostname,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.13,dicomPort,dicomPort,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.14,dicomSOPClass,dicomSOPClass,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.15,dicomTransferRole,dicomTransferRole,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.16,dicomTransferSyntax,dicomTransferSyntax,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.17,dicomPrimaryDeviceType,dicomPrimaryDeviceType,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.18,dicomRelatedDeviceReference,dicomRelatedDeviceReference,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.19,dicomPreferredCalledAETitle,dicomPreferredCalledAETitle,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.20,dicomTLSCyphersuite,dicomTLSCyphersuite,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.21,dicomAuthorizedNodeCertificateReference,dicomAuthorizedNodeCertificateReference,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.22,dicomThisNodeCertificateReference,dicomThisNodeCertificateReference,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.23,dicomInstalled,dicomInstalled,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.24,dicomStationName,dicomStationName,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.25,dicomDeviceSerialNumber,dicomDeviceSerialNumber,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.26,dicomInstitutionName,dicomInstitutionName,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.27,dicomInstitutionAddress,dicomInstitutionAddress,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.28,dicomInstitutionDepartmentName,dicomInstitutionDepartmentName,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.29,dicomIssuerOfPatientID,dicomIssuerOfPatientID,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.30,dicomPreferredCallingAETitle,dicomPreferredCallingAETitle,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.3.31,dicomSupportedCharacterSet,dicomSupportedCharacterSet,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.1,dicomConfigurationRoot,dicomConfigurationRoot,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.2,dicomDevicesRoot,dicomDevicesRoot,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.3,dicomUniqueAETitlesRegistryRoot,dicomUniqueAETitlesRegistryRoot,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.4,dicomDevice,dicomDevice,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.5,dicomNetworkAE,dicomNetworkAE,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.6,dicomNetworkConnection,dicomNetworkConnection,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.7,dicomUniqueAETitle,dicomUniqueAETitle,LDAP OID,PS3.15 ,false
1.2.840.10008.15.0.4.8,dicomTransferCapability,dicomTransferCapability,LDAP OID,PS3.15 ,false
1.2.840.10008.15.1.1,Universal Coordinated Time,UTC,Synchronization Frame of Reference,PS3.3 ,false
